"ID","X.SampleID","City","Treatment","Dilution","Packaging","Lean","Blinded_Store","Store","Raw_paired_reads","QC_filtered_reads","taxa_reads","filtered_taxa_reads","microbiome_raw_mapped_reads","microbiome_CSS_counts","microbiome_domain_Richness","microbiome_domain_Shannon","microbiome_phylum_Richness","microbiome_phylum_Shannon","microbiome_class_Richness","microbiome_class_Shannon","microbiome_order_Richness","microbiome_order_Shannon","microbiome_family_Richness","microbiome_family_Shannon","microbiome_genus_Richness","microbiome_genus_Shannon","microbiome_species_Richness","microbiome_species_Shannon","Level","Value"
"42","FC_134","FC_134","Fort Collins","RWA",NA,"Vacuum",80,"Store1","King Soopers",219822,198879,19258,18978,157092,199862.595419848,1,0,10,0.290100303305172,24,0.367246940229604,43,0.510852863416499,59,1.20192293399254,53,1.38384291428708,23,1.15339087414588,"Species",2.32547478543674
"43","FC_142","FC_142","Fort Collins","RWA",NA,"Vacuum",93,"Store3","Safeway",187892,174760,33405,33298,152947,231387.291981846,1,0,11,0.25569137481824,22,0.316647848915853,33,0.38010028712187,49,1.20530697854822,46,1.21062317697834,23,1.49104960178708,"Domain",1
"44","FC_142","FC_142","Fort Collins","RWA",NA,"Vacuum",93,"Store3","Safeway",187892,174760,33405,33298,152947,231387.291981846,1,0,11,0.25569137481824,22,0.316647848915853,33,0.38010028712187,49,1.20530697854822,46,1.21062317697834,23,1.49104960178708,"Phylum",1.14321793696787
"45","FC_142","FC_142","Fort Collins","RWA",NA,"Vacuum",93,"Store3","Safeway",187892,174760,33405,33298,152947,231387.291981846,1,0,11,0.25569137481824,22,0.316647848915853,33,0.38010028712187,49,1.20530697854822,46,1.21062317697834,23,1.49104960178708,"Class",1.15402240616049
"46","FC_142","FC_142","Fort Collins","RWA",NA,"Vacuum",93,"Store3","Safeway",187892,174760,33405,33298,152947,231387.291981846,1,0,11,0.25569137481824,22,0.316647848915853,33,0.38010028712187,49,1.20530697854822,46,1.21062317697834,23,1.49104960178708,"Order",1.15881278104066
"47","FC_142","FC_142","Fort Collins","RWA",NA,"Vacuum",93,"Store3","Safeway",187892,174760,33405,33298,152947,231387.291981846,1,0,11,0.25569137481824,22,0.316647848915853,33,0.38010028712187,49,1.20530697854822,46,1.21062317697834,23,1.49104960178708,"Family",2.31830809519111
"48","FC_142","FC_142","Fort Collins","RWA",NA,"Vacuum",93,"Store3","Safeway",187892,174760,33405,33298,152947,231387.291981846,1,0,11,0.25569137481824,22,0.316647848915853,33,0.38010028712187,49,1.20530697854822,46,1.21062317697834,23,1.49104960178708,"Genus",2.36130820755444
"49","FC_142","FC_142","Fort Collins","RWA",NA,"Vacuum",93,"Store3","Safeway",187892,174760,33405,33298,152947,231387.291981846,1,0,11,0.25569137481824,22,0.316647848915853,33,0.38010028712187,49,1.20530697854822,46,1.21062317697834,23,1.49104960178708,"Species",3.08721571835782
"50","FC_143","FC_143","Fort Collins","RWA",NA,"Vacuum",85,"Store3","Safeway",155859,143060,13081,12877,116075,169452.554744526,3,0.0011789103872571,18,0.488695862288899,39,0.594717843143666,62,0.782104845729399,94,1.47105750287384,82,1.40646358064213,29,1.12314842004869,"Domain",1.00025153388611
"51","FC_143","FC_143","Fort Collins","RWA",NA,"Vacuum",85,"Store3","Safeway",155859,143060,13081,12877,116075,169452.554744526,3,0.0011789103872571,18,0.488695862288899,39,0.594717843143666,62,0.782104845729399,94,1.47105750287384,82,1.40646358064213,29,1.12314842004869,"Phylum",1.40120698114986
"52","FC_143","FC_143","Fort Collins","RWA",NA,"Vacuum",85,"Store3","Safeway",155859,143060,13081,12877,116075,169452.554744526,3,0.0011789103872571,18,0.488695862288899,39,0.594717843143666,62,0.782104845729399,94,1.47105750287384,82,1.40646358064213,29,1.12314842004869,"Class",1.4254538307665
"53","FC_143","FC_143","Fort Collins","RWA",NA,"Vacuum",85,"Store3","Safeway",155859,143060,13081,12877,116075,169452.554744526,3,0.0011789103872571,18,0.488695862288899,39,0.594717843143666,62,0.782104845729399,94,1.47105750287384,82,1.40646358064213,29,1.12314842004869,"Order",1.46656943298351
"54","FC_143","FC_143","Fort Collins","RWA",NA,"Vacuum",85,"Store3","Safeway",155859,143060,13081,12877,116075,169452.554744526,3,0.0011789103872571,18,0.488695862288899,39,0.594717843143666,62,0.782104845729399,94,1.47105750287384,82,1.40646358064213,29,1.12314842004869,"Family",2.80137886097409
"55","FC_143","FC_143","Fort Collins","RWA",NA,"Vacuum",85,"Store3","Safeway",155859,143060,13081,12877,116075,169452.554744526,3,0.0011789103872571,18,0.488695862288899,39,0.594717843143666,62,0.782104845729399,94,1.47105750287384,82,1.40646358064213,29,1.12314842004869,"Genus",2.7263491539171
"56","FC_143","FC_143","Fort Collins","RWA",NA,"Vacuum",85,"Store3","Safeway",155859,143060,13081,12877,116075,169452.554744526,3,0.0011789103872571,18,0.488695862288899,39,0.594717843143666,62,0.782104845729399,94,1.47105750287384,82,1.40646358064213,29,1.12314842004869,"Species",2.09367919847478
"57","FC_161","FC_161","Fort Collins","CONV",NA,"Chub",80,"Store1","King Soopers",180094,167597,42412,42122,157085,218477.051460362,2,0.000226614644964188,9,0.686200750233218,23,0.831883100297143,36,0.911720972271076,47,1.25238849301411,44,1.20696746341201,25,0.973560303132563,"Domain",1.00006859259421
"58","FC_161","FC_161","Fort Collins","CONV",NA,"Chub",80,"Store1","King Soopers",180094,167597,42412,42122,157085,218477.051460362,2,0.000226614644964188,9,0.686200750233218,23,0.831883100297143,36,0.911720972271076,47,1.25238849301411,44,1.20696746341201,25,0.973560303132563,"Phylum",1.94077685398045
"59","FC_161","FC_161","Fort Collins","CONV",NA,"Chub",80,"Store1","King Soopers",180094,167597,42412,42122,157085,218477.051460362,2,0.000226614644964188,9,0.686200750233218,23,0.831883100297143,36,0.911720972271076,47,1.25238849301411,44,1.20696746341201,25,0.973560303132563,"Class",2.08788112700622
"60","FC_161","FC_161","Fort Collins","CONV",NA,"Chub",80,"Store1","King Soopers",180094,167597,42412,42122,157085,218477.051460362,2,0.000226614644964188,9,0.686200750233218,23,0.831883100297143,36,0.911720972271076,47,1.25238849301411,44,1.20696746341201,25,0.973560303132563,"Order",2.14558629818393
"61","FC_161","FC_161","Fort Collins","CONV",NA,"Chub",80,"Store1","King Soopers",180094,167597,42412,42122,157085,218477.051460362,2,0.000226614644964188,9,0.686200750233218,23,0.831883100297143,36,0.911720972271076,47,1.25238849301411,44,1.20696746341201,25,0.973560303132563,"Family",2.6024718664496
"62","FC_161","FC_161","Fort Collins","CONV",NA,"Chub",80,"Store1","King Soopers",180094,167597,42412,42122,157085,218477.051460362,2,0.000226614644964188,9,0.686200750233218,23,0.831883100297143,36,0.911720972271076,47,1.25238849301411,44,1.20696746341201,25,0.973560303132563,"Genus",2.50918991056384
"63","FC_161","FC_161","Fort Collins","CONV",NA,"Chub",80,"Store1","King Soopers",180094,167597,42412,42122,157085,218477.051460362,2,0.000226614644964188,9,0.686200750233218,23,0.831883100297143,36,0.911720972271076,47,1.25238849301411,44,1.20696746341201,25,0.973560303132563,"Species",1.53270323274015
"64","FC_162","FC_162","Fort Collins","CONV",NA,"Chub",93,"Store1","King Soopers",200365,188043,36662,36519,175864,79111.1111111111,3,0.000406753078115188,23,0.775595205362205,60,1.1042636057712,93,1.30650689828128,121,1.76539368747776,122,1.55652028590403,48,0.477823265855132,"Domain",1.00006859311701
